# time of execution: 2022-06-27 09:51:08
#model:sd
### simulation parameters ###
# timestep dt=1e-16[s]
# initial temperature:100.0[K]
# initial magnetization [x,y,z]:[0.0, 0.0, 1.0]
### sample paramters ###
# Sample: Gadolinium
# S=3.5
# mu_at=7.5[mu_B]
# nx=1	ny=1	nz=1
# dx=3.6e-10	dy=3.6e-10	dz=5.8e-10	[m]
# atoms per unit cell:6
# asf=0.12
# gep=2.5e+17[W/m^3/K]
# factor cv_el=225[J/m^3/K^2]
# cv_ph computed with Einstein model, T_Ein=0.75*160[K]
# R/g_ep = 3.894967677943116e-07[1/s]
# Tc=293[K]
# T_Deb=160[K]
### pulse paramters ###
# peak power:6e+21[W/m^3]
# sigma=4.95e-14[s]
# delay=1e-11[s]
#############################
# time [ps]	magnetization	T_e [K]	T_p [K]	E_tot [J/m^3]	E_el [J/m^3]	E_ph [J/m^3]	E_spin [J/m^3]	mu_s [J/m^3]
0.0	1.0	100.0	100.0	0	0	0	0	[0]
0.01	0.9993414820646582	100.0	100.0	0.0	0.0	0.0	0.0	[-5.01298019e-23]
0.02	0.9986884182369137	100.0	100.0	0.0	0.0	0.0	0.0	[-9.5073404e-23]
0.03	0.9980415182916234	100.0	100.0	0.0	0.0	0.0	0.0	[-1.35270396e-22]
0.04	0.9974013567471063	100.0	100.0	0.0	0.0	0.0	0.0	[-1.71128819e-22]
0.05	0.9967683930070168	100.0	100.0	0.0	0.0	0.0	0.0	[-2.03026634e-22]
0.06	0.9961429885842057	100.0	100.0	0.0	0.0	0.0	0.0	[-2.31313279e-22]
0.07	0.9955254218423341	100.0	100.0	0.0	0.0	0.0	0.0	[-2.56311259e-22]
0.08	0.9949159006210903	100.0	100.0	0.0	0.0	0.0	0.0	[-2.78317749e-22]
0.09	0.9943145730534614	100.0	100.0	0.0	0.0	0.0	0.0	[-2.97606184e-22]
0.1	0.9937215368360083	100.0	100.0	0.0	0.0	0.0	0.0	[-3.14427814e-22]
0.11	0.9931368471736535	100.0	100.0	0.0	0.0	0.0	0.0	[-3.29013208e-22]
0.12	0.9925605235874932	100.0	100.0	0.0	0.0	0.0	0.0	[-3.41573706e-22]
0.13	0.9919925557464881	100.0	100.0	0.0	0.0	0.0	0.0	[-3.52302807e-22]
0.14	0.9914329084605495	100.0	100.0	0.0	0.0	0.0	0.0	[-3.61377483e-22]
0.15	0.9908815259527807	100.0	100.0	0.0	0.0	0.0	0.0	[-3.68959434e-22]
0.16	0.9903383355118952	100.0	100.0	0.0	0.0	0.0	0.0	[-3.75196255e-22]
0.17	0.9898032506115572	100.0	100.0	0.0	0.0	0.0	0.0	[-3.80222547e-22]
0.18	0.9892761735711938	100.0	100.0	0.0	0.0	0.0	0.0	[-3.84160951e-22]
0.19	0.9887569978224392	100.0	100.0	0.0	0.0	0.0	0.0	[-3.87123111e-22]
0.2	0.9882456098364305	100.0	100.0	0.0	0.0	0.0	0.0	[-3.89210575e-22]
0.21	0.9877418907595071	100.0	100.0	0.0	0.0	0.0	0.0	[-3.90515632e-22]
0.22	0.9872457177983055	100.0	100.0	0.0	0.0	0.0	0.0	[-3.9112209e-22]
0.22999999999999998	0.9867569653895604	100.0	100.0	0.0	0.0	0.0	0.0	[-3.91105989e-22]
0.24	0.9862755061850662	100.0	100.0	0.0	0.0	0.0	0.0	[-3.90536269e-22]
0.25	0.985801211878035	100.0	100.0	0.0	0.0	0.0	0.0	[-3.89475383e-22]
0.26	0.9853339538934874	100.0	100.0	0.0	0.0	0.0	0.0	[-3.8797986e-22]
0.27	0.9848736039621779	100.0	100.0	0.0	0.0	0.0	0.0	[-3.86100824e-22]
0.28	0.9844200345948686	100.0	100.0	0.0	0.0	0.0	0.0	[-3.83884479e-22]
0.29	0.9839731194714386	100.0	100.0	0.0	0.0	0.0	0.0	[-3.81372538e-22]
0.3	0.9835327337573166	100.0	100.0	0.0	0.0	0.0	0.0	[-3.78602635e-22]
0.31	0.9830987543579838	100.0	100.0	0.0	0.0	0.0	0.0	[-3.75608687e-22]
0.32	0.9826710601208033	100.0	100.0	0.0	0.0	0.0	0.0	[-3.72421237e-22]
0.33	0.9822495319921426	100.0	100.0	0.0	0.0	0.0	0.0	[-3.69067762e-22]
0.34	0.9818340531366441	100.0	100.0	0.0	0.0	0.0	0.0	[-3.65572954e-22]
0.35	0.9814245090245213	100.0	100.0	0.0	0.0	0.0	0.0	[-3.61958981e-22]
0.36	0.9810207874919449	100.0	100.0	0.0	0.0	0.0	0.0	[-3.58245719e-22]
0.37	0.9806227787788664	100.0	100.0	0.0	0.0	0.0	0.0	[-3.54450973e-22]
0.38	0.9802303755479829	100.0	100.0	0.0	0.0	0.0	0.0	[-3.50590666e-22]
0.39	0.9798434728880487	100.0	100.0	0.0	0.0	0.0	0.0	[-3.46679023e-22]
0.4	0.9794619683042461	100.0	100.0	0.0	0.0	0.0	0.0	[-3.4272873e-22]
0.41	0.9790857616979548	100.0	100.0	0.0	0.0	0.0	0.0	[-3.38751084e-22]
0.42	0.9787147553379025	100.0	100.0	0.0	0.0	0.0	0.0	[-3.34756128e-22]
0.43	0.9783488538243885	100.0	100.0	0.0	0.0	0.0	0.0	[-3.3075277e-22]
0.44	0.9779879640480172	100.0	100.0	0.0	0.0	0.0	0.0	[-3.26748896e-22]
0.45	0.9776319951441605	100.0	100.0	0.0	0.0	0.0	0.0	[-3.22751471e-22]
0.45999999999999996	0.9772808584441861	100.0	100.0	0.0	0.0	0.0	0.0	[-3.18766632e-22]
0.47000000000000003	0.9769344674243057	100.0	100.0	0.0	0.0	0.0	0.0	[-3.14799765e-22]
0.48	0.9765927376527911	100.0	100.0	0.0	0.0	0.0	0.0	[-3.10855587e-22]
0.49000000000000005	0.9762555867361529	100.0	100.0	0.0	0.0	0.0	0.0	[-3.06938211e-22]
0.5	0.9759229342647968	100.0	100.0	0.0	0.0	0.0	0.0	[-3.03051205e-22]
0.5099999999999999	0.975594701758585	100.0	100.0	0.0	0.0	0.0	0.0	[-2.99197654e-22]
0.52	0.9752708126126334	100.0	100.0	0.0	0.0	0.0	0.0	[-2.95380205e-22]
0.5299999999999999	0.974951192043642	100.0	100.0	0.0	0.0	0.0	0.0	[-2.91601114e-22]
0.54	0.9746357670369803	100.0	100.0	0.0	0.0	0.0	0.0	[-2.87862288e-22]
0.5499999999999999	0.974324466294704	100.0	100.0	0.0	0.0	0.0	0.0	[-2.84165322e-22]
0.56	0.9740172201846572	100.0	100.0	0.0	0.0	0.0	0.0	[-2.80511534e-22]
0.57	0.9737139606907604	100.0	100.0	0.0	0.0	0.0	0.0	[-2.76901991e-22]
0.58	0.9734146213645716	100.0	100.0	0.0	0.0	0.0	0.0	[-2.7333754e-22]
0.59	0.9731191372781708	100.0	100.0	0.0	0.0	0.0	0.0	[-2.69818833e-22]
0.6	0.9728274449784186	100.0	100.0	0.0	0.0	0.0	0.0	[-2.66346346e-22]
0.61	0.9725394824425971	100.0	100.0	0.0	0.0	0.0	0.0	[-2.62920401e-22]
0.62	0.9722551890354547	100.0	100.0	0.0	0.0	0.0	0.0	[-2.59541185e-22]
0.6299999999999999	0.9719745054676403	100.0	100.0	0.0	0.0	0.0	0.0	[-2.56208764e-22]
0.64	0.971697373755522	100.0	100.0	0.0	0.0	0.0	0.0	[-2.52923098e-22]
0.6499999999999999	0.9714237371823767	100.0	100.0	0.0	0.0	0.0	0.0	[-2.49684055e-22]
0.66	0.971153540260908	100.0	100.0	0.0	0.0	0.0	0.0	[-2.46491421e-22]
0.6699999999999999	0.9708867286970814	100.0	100.0	0.0	0.0	0.0	0.0	[-2.43344913e-22]
0.68	0.9706232493552351	100.0	100.0	0.0	0.0	0.0	0.0	[-2.40244187e-22]
0.69	0.9703630502244318	100.0	100.0	0.0	0.0	0.0	0.0	[-2.37188843e-22]
0.7	0.9701060803860131	100.0	100.0	0.0	0.0	0.0	0.0	[-2.34178439e-22]
0.71	0.9698522899823182	100.0	100.0	0.0	0.0	0.0	0.0	[-2.31212494e-22]
0.72	0.9696016301865343	100.0	100.0	0.0	0.0	0.0	0.0	[-2.28290493e-22]
0.73	0.9693540531736238	100.0	100.0	0.0	0.0	0.0	0.0	[-2.25411895e-22]
0.74	0.9691095120923044	100.0	100.0	0.0	0.0	0.0	0.0	[-2.22576135e-22]
0.7499999999999999	0.9688679610380321	100.0	100.0	0.0	0.0	0.0	0.0	[-2.19782632e-22]
0.76	0.9686293550269529	100.0	100.0	0.0	0.0	0.0	0.0	[-2.17030787e-22]
0.7699999999999999	0.9683936499707878	100.0	100.0	0.0	0.0	0.0	0.0	[-2.14319993e-22]
0.78	0.9681608026526061	100.0	100.0	0.0	0.0	0.0	0.0	[-2.11649632e-22]
0.7899999999999999	0.9679307707034589	100.0	100.0	0.0	0.0	0.0	0.0	[-2.09019082e-22]
0.8	0.9677035125798311	100.0	100.0	0.0	0.0	0.0	0.0	[-2.06427717e-22]
0.8099999999999999	0.9674789875418873	100.0	100.0	0.0	0.0	0.0	0.0	[-2.03874908e-22]
0.82	0.9672571556324672	100.0	100.0	0.0	0.0	0.0	0.0	[-2.01360028e-22]
0.83	0.9670379776568075	100.0	100.0	0.0	0.0	0.0	0.0	[-1.98882451e-22]
0.84	0.9668214151629619	100.0	100.0	0.0	0.0	0.0	0.0	[-1.96441554e-22]
0.85	0.96660743042288	100.0	100.0	0.0	0.0	0.0	0.0	[-1.94036718e-22]
0.86	0.9663959864141252	100.0	100.0	0.0	0.0	0.0	0.0	[-1.9166733e-22]
0.87	0.9661870468022097	100.0	100.0	0.0	0.0	0.0	0.0	[-1.89332782e-22]
0.88	0.9659805759235081	100.0	100.0	0.0	0.0	0.0	0.0	[-1.87032473e-22]
0.8899999999999999	0.9657765387687327	100.0	100.0	0.0	0.0	0.0	0.0	[-1.8476581e-22]
0.9	0.9655749009669532	100.0	100.0	0.0	0.0	0.0	0.0	[-1.82532207e-22]
0.9099999999999999	0.9653756287701267	100.0	100.0	0.0	0.0	0.0	0.0	[-1.80331087e-22]
0.9199999999999999	0.9651786890381227	100.0	100.0	0.0	0.0	0.0	0.0	[-1.78161881e-22]
0.93	0.9649840492242295	100.0	100.0	0.0	0.0	0.0	0.0	[-1.7602403e-22]
0.9400000000000001	0.9647916773611083	100.0	100.0	0.0	0.0	0.0	0.0	[-1.73916984e-22]
0.95	0.9646015420471917	100.0	100.0	0.0	0.0	0.0	0.0	[-1.718402e-22]
0.96	0.9644136124334968	100.0	100.0	0.0	0.0	0.0	0.0	[-1.69793148e-22]
0.9699999999999999	0.9642278582108458	100.0	100.0	0.0	0.0	0.0	0.0	[-1.67775305e-22]
0.9800000000000001	0.9640442495974736	100.0	100.0	0.0	0.0	0.0	0.0	[-1.65786158e-22]
0.99	0.9638627573270063	100.0	100.0	0.0	0.0	0.0	0.0	[-1.63825205e-22]
1.0	0.9636833526367995	100.0	100.0	0.0	0.0	0.0	0.0	[-1.61891952e-22]
1.01	0.9635060072566227	100.0	100.0	0.0	0.0	0.0	0.0	[-1.59985914e-22]
1.0199999999999998	0.9633306933976705	100.0	100.0	0.0	0.0	0.0	0.0	[-1.58106618e-22]
1.03	0.9631573837418987	100.0	100.0	0.0	0.0	0.0	0.0	[-1.56253597e-22]
1.04	0.9629860514316623	100.0	100.0	0.0	0.0	0.0	0.0	[-1.54426396e-22]
1.05	0.9628166700596552	100.0	100.0	0.0	0.0	0.0	0.0	[-1.52624568e-22]
1.0599999999999998	0.9626492136591295	100.0	100.0	0.0	0.0	0.0	0.0	[-1.50847674e-22]
1.0699999999999998	0.9624836566943922	100.0	100.0	0.0	0.0	0.0	0.0	[-1.49095286e-22]
1.08	0.9623199740515663	100.0	100.0	0.0	0.0	0.0	0.0	[-1.47366984e-22]
1.09	0.9621581410296081	100.0	100.0	0.0	0.0	0.0	0.0	[-1.45662355e-22]
1.0999999999999999	0.9619981333315697	100.0	100.0	0.0	0.0	0.0	0.0	[-1.43980996e-22]
1.1099999999999999	0.9618399270560994	100.0	100.0	0.0	0.0	0.0	0.0	[-1.42322512e-22]
1.12	0.9616834986891742	100.0	100.0	0.0	0.0	0.0	0.0	[-1.40686516e-22]
1.1300000000000001	0.9615288250960491	100.0	100.0	0.0	0.0	0.0	0.0	[-1.39072629e-22]
1.14	0.9613758835134256	100.0	100.0	0.0	0.0	0.0	0.0	[-1.37480481e-22]
1.15	0.9612246515418253	100.0	100.0	0.0	0.0	0.0	0.0	[-1.35909706e-22]
1.16	0.9610751071381601	100.0	100.0	0.0	0.0	0.0	0.0	[-1.3435995e-22]
1.1700000000000002	0.9609272286085057	100.0	100.0	0.0	0.0	0.0	0.0	[-1.32830863e-22]
1.18	0.9607809946010472	100.0	100.0	0.0	0.0	0.0	0.0	[-1.31322103e-22]
1.19	0.9606363840992209	100.0	100.0	0.0	0.0	0.0	0.0	[-1.29833337e-22]
1.2	0.9604933764150201	100.0	100.0	0.0	0.0	0.0	0.0	[-1.28364236e-22]
1.21	0.9603519511824767	100.0	100.0	0.0	0.0	0.0	0.0	[-1.26914479e-22]
1.22	0.9602120883513046	100.0	100.0	0.0	0.0	0.0	0.0	[-1.25483752e-22]
1.23	0.9600737681807011	100.0	100.0	0.0	0.0	0.0	0.0	[-1.24071746e-22]
1.24	0.9599369712333058	100.0	100.0	0.0	0.0	0.0	0.0	[-1.22678159e-22]
1.25	0.9598016783693055	100.0	100.0	0.0	0.0	0.0	0.0	[-1.21302696e-22]
1.2599999999999998	0.9596678707406833	100.0	100.0	0.0	0.0	0.0	0.0	[-1.19945066e-22]
1.27	0.9595355297856111	100.0	100.0	0.0	0.0	0.0	0.0	[-1.18604985e-22]
1.28	0.9594046372229766	100.0	100.0	0.0	0.0	0.0	0.0	[-1.17282175e-22]
1.29	0.9592751750470412	100.0	100.0	0.0	0.0	0.0	0.0	[-1.15976363e-22]
1.2999999999999998	0.9591471255222254	100.0	100.0	0.0	0.0	0.0	0.0	[-1.14687282e-22]
1.31	0.9590204711780219	100.0	100.0	0.0	0.0	0.0	0.0	[-1.13414668e-22]
1.32	0.9588951948040262	100.0	100.0	0.0	0.0	0.0	0.0	[-1.12158266e-22]
1.33	0.9587712794450819	100.0	100.0	0.0	0.0	0.0	0.0	[-1.10917822e-22]
1.3399999999999999	0.9586487083965474	100.0	100.0	0.0	0.0	0.0	0.0	[-1.09693091e-22]
1.3499999999999999	0.9585274651996633	100.0	100.0	0.0	0.0	0.0	0.0	[-1.08483829e-22]
1.36	0.9584075336370335	100.0	100.0	0.0	0.0	0.0	0.0	[-1.07289799e-22]
1.37	0.9582888977282099	100.0	100.0	0.0	0.0	0.0	0.0	[-1.06110768e-22]
1.38	0.9581715417253731	100.0	100.0	0.0	0.0	0.0	0.0	[-1.04946507e-22]
1.39	0.958055450109119	100.0	100.0	0.0	0.0	0.0	0.0	[-1.03796792e-22]
1.4	0.957940607584334	100.0	100.0	0.0	0.0	0.0	0.0	[-1.02661403e-22]
1.4100000000000001	0.9578269990761672	100.0	100.0	0.0	0.0	0.0	0.0	[-1.01540124e-22]
1.42	0.9577146097260918	100.0	100.0	0.0	0.0	0.0	0.0	[-1.00432744e-22]
1.43	0.9576034248880554	100.0	100.0	0.0	0.0	0.0	0.0	[-9.93390546e-23]
1.44	0.9574934301247121	100.0	100.0	0.0	0.0	0.0	0.0	[-9.82588522e-23]
1.45	0.957384611203741	100.0	100.0	0.0	0.0	0.0	0.0	[-9.71919367e-23]
1.46	0.9572769540942477	100.0	100.0	0.0	0.0	0.0	0.0	[-9.61381116e-23]
1.47	0.9571704449632381	100.0	100.0	0.0	0.0	0.0	0.0	[-9.50971843e-23]
1.48	0.9570650701721749	100.0	100.0	0.0	0.0	0.0	0.0	[-9.40689655e-23]
1.49	0.956960816273605	100.0	100.0	0.0	0.0	0.0	0.0	[-9.30532695e-23]
1.4999999999999998	0.9568576700078587	100.0	100.0	0.0	0.0	0.0	0.0	[-9.2049914e-23]
1.51	0.9567556182998271	100.0	100.0	0.0	0.0	0.0	0.0	[-9.10587199e-23]
1.52	0.9566546482557984	100.0	100.0	0.0	0.0	0.0	0.0	[-9.00795113e-23]
1.53	0.9565547471603653	100.0	100.0	0.0	0.0	0.0	0.0	[-8.91121156e-23]
1.5399999999999998	0.9564559024734013	100.0	100.0	0.0	0.0	0.0	0.0	[-8.81563632e-23]
1.55	0.9563581018270959	100.0	100.0	0.0	0.0	0.0	0.0	[-8.72120876e-23]
1.56	0.956261333023054	100.0	100.0	0.0	0.0	0.0	0.0	[-8.62791252e-23]
1.57	0.9561655840294551	100.0	100.0	0.0	0.0	0.0	0.0	[-8.53573152e-23]
1.5799999999999998	0.9560708429782699	100.0	100.0	0.0	0.0	0.0	0.0	[-8.44464998e-23]
1.5899999999999999	0.9559770981625393	100.0	100.0	0.0	0.0	0.0	0.0	[-8.35465238e-23]
1.6	0.9558843380337032	100.0	100.0	0.0	0.0	0.0	0.0	[-8.26572349e-23]
1.61	0.9557925511989886	100.0	100.0	0.0	0.0	0.0	0.0	[-8.17784832e-23]
1.6199999999999999	0.9557017264188485	100.0	100.0	0.0	0.0	0.0	0.0	[-8.09101216e-23]
1.63	0.9556118526044541	100.0	100.0	0.0	0.0	0.0	0.0	[-8.00520054e-23]
1.64	0.9555229188152354	100.0	100.0	0.0	0.0	0.0	0.0	[-7.92039925e-23]
1.6500000000000001	0.9554349142564734	100.0	100.0	0.0	0.0	0.0	0.0	[-7.83659432e-23]
1.66	0.9553478282769415	100.0	100.0	0.0	0.0	0.0	0.0	[-7.75377199e-23]
1.67	0.9552616503665915	100.0	100.0	0.0	0.0	0.0	0.0	[-7.67191878e-23]
1.68	0.9551763701542844	100.0	100.0	0.0	0.0	0.0	0.0	[-7.59102141e-23]
1.69	0.9550919774055702	100.0	100.0	0.0	0.0	0.0	0.0	[-7.51106681e-23]
1.7	0.9550084620205088	100.0	100.0	0.0	0.0	0.0	0.0	[-7.43204216e-23]
1.71	0.954925814031533	100.0	100.0	0.0	0.0	0.0	0.0	[-7.35393484e-23]
1.72	0.9548440236013556	100.0	100.0	0.0	0.0	0.0	0.0	[-7.27673243e-23]
1.73	0.9547630810209148	100.0	100.0	0.0	0.0	0.0	0.0	[-7.20042273e-23]
1.74	0.9546829767073601	100.0	100.0	0.0	0.0	0.0	0.0	[-7.12499373e-23]
1.75	0.9546037012020785	100.0	100.0	0.0	0.0	0.0	0.0	[-7.05043362e-23]
1.76	0.9545252451687557	100.0	100.0	0.0	0.0	0.0	0.0	[-6.97673078e-23]
1.77	0.9544475993914759	100.0	100.0	0.0	0.0	0.0	0.0	[-6.90387379e-23]
1.7799999999999998	0.9543707547728589	100.0	100.0	0.0	0.0	0.0	0.0	[-6.83185141e-23]
1.79	0.9542947023322319	100.0	100.0	0.0	0.0	0.0	0.0	[-6.76065258e-23]
1.8	0.9542194332038322	100.0	100.0	0.0	0.0	0.0	0.0	[-6.6902664e-23]
1.81	0.9541449386350511	100.0	100.0	0.0	0.0	0.0	0.0	[-6.62068218e-23]
1.8199999999999998	0.9540712099847043	100.0	100.0	0.0	0.0	0.0	0.0	[-6.55188938e-23]
